Name,Rating,Reviews,Culture,About
Nuance Transcription Services,4.1,(190),"Salary & Benefits, Work Life Balance, Company Culture",IT Services & Consulting | Bangalore / Bengaluru +9 other locations
Anri Solutions HR Services,3.6,(190),"Job Security, Promotions / Appraisal, Company Culture",Recruitment | New Delhi +7 other locations
All India Radio,4.3,(190),"Work Life Balance, Company Culture, Work Satisfaction",Broadcasting | New Delhi +76 other locations
AWC Software,3.8,(190),Work Life Balance,IT Services & Consulting | Noida +15 other locations
NKC Projects,4.0,(190),"Work Life Balance, Work Satisfaction",Engineering & Construction | Gurgaon / Gurugram +23 other locations
NIELIT,3.9,(190),"Work Life Balance, Work Satisfaction, Skill Development / Learning",Education & Training | New Delhi +44 other locations
Mol Information Processing Services India,3.7,(190),"Job Security, Work Life Balance",IT Services & Consulting | Hyderabad / Secunderabad +6 other locations
Chitkara University,4.1,(190),"Company Culture, Work Life Balance, Job Security",Education & Training | Chandigarh +7 other locations
DST Worldwide Services,4.0,(190),Work Life Balance,Hyderabad / Secunderabad +5 other locations
Tci Freight,3.9,(190),"Company Culture, Work Life Balance, Skill Development / Learning",Logistics | Gurgaon / Gurugram +41 other locations
Rotostat Services,4.0,(190),"Work Life Balance, Work Satisfaction, Skill Development / Learning",Industrial Machinery | Mumbai +28 other locations
Volksoft Technologies,4.3,(190),"Skill Development / Learning, Work Life Balance, Work Satisfaction",Software Product | Hyderabad / Secunderabad +2 other locations
YouTube,4.5,(190),"Work Life Balance, Work Satisfaction, Skill Development / Learning",Internet | New Delhi +41 other locations
Rapid Care Transcription,4.5,(190),"Company Culture, Work Life Balance, Job Security",Analytics & KPO | Chennai +3 other locations
Manipal Business Solutions,3.4,(190),"Job Security, Promotions / Appraisal, Skill Development / Learning",Gurgaon / Gurugram +55 other locations
Premier Indoplast,3.9,(190),"Salary & Benefits, Skill Development / Learning",Faridabad +17 other locations
Indo Rama Synthetics (i),3.3,(190),"Promotions / Appraisal, Salary & Benefits, Company Culture",Fashion & Textile | Nagpur +10 other locations
PMEA Solar Tech Solutions,3.8,(190),Promotions / Appraisal,Nashik +14 other locations
Jyoti Structures,3.8,(190),"Work Satisfaction, Company Culture, Job Security",Power | Mumbai +38 other locations
Quest Diagnostics,4.2,(190),"Work Life Balance, Salary & Benefits, Company Culture",Healthcare | Hyderabad / Secunderabad +11 other locations
IFB Automotive,3.8,(190),Work Life Balance,Auto Components | Bangalore / Bengaluru +16 other locations
Kanoria Chemicals & Industries,3.8,(190),"Job Security, Work Life Balance, Company Culture",Chemicals | Ankleshwar +14 other locations
TALENTEDGE,3.2,(190),"Work Life Balance, Work Satisfaction, Job Security",EdTech | Pune +11 other locations
Spectrum Consultants,2.7,(190),"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",Recruitment | Pune +13 other locations
SRR Projects,3.9,(190),Salary & Benefits,Engineering & Construction | Hyderabad / Secunderabad +18 other locations
Precision Group,3.5,(190),"Promotions / Appraisal, Salary & Benefits, Company Culture",Industrial Machinery | Chennai +38 other locations
Interocean Group,4.4,(190),"Job Security, Work Life Balance, Work Satisfaction",Ports & Shipping | New Delhi +16 other locations
Hippo Stores,3.4,(190),"Job Security, Company Culture, Work Satisfaction",Retail | New Delhi +15 other locations
Sankey Solutions,4.0,(190),"Skill Development / Learning, Company Culture, Work Satisfaction",IT Services & Consulting | Mumbai +5 other locations
IIHT,4.0,(189),"Work Life Balance, Work Satisfaction, Skill Development / Learning",Bangalore / Bengaluru +29 other locations
Pratibha Industries,4.5,(190),"Work Life Balance, Company Culture, Skill Development / Learning",Engineering & Construction | New Delhi +21 other locations
Service Master Clean,4.1,(189),"Company Culture, Work Life Balance, Job Security",Facility Management Services | New Delhi +45 other locations
SSEM,3.5,(189),"Promotions / Appraisal, Company Culture, Salary & Benefits",Industrial Machinery | Riyadh +20 other locations
Khanna Paper Mills,3.9,(189),"Skill Development / Learning, Salary & Benefits",Pulp & Paper | Amritsar +14 other locations
Riddhi Corporate Services,3.7,(189),"Promotions / Appraisal, Job Security, Salary & Benefits",IT Services & Consulting | Ahmedabad +43 other locations
Zifo RnD Solutions,3.7,(189),"Job Security, Company Culture",IT Services & Consulting | Chennai +2 other locations
MBL Infrastructure Limited,3.9,(189),"Company Culture, Work Satisfaction, Work Life Balance",Engineering & Construction | New Delhi +22 other locations
Marolix Technology Solutions,3.0,(189),"Job Security, Promotions / Appraisal, Salary & Benefits",IT Services & Consulting | Hyderabad / Secunderabad +4 other locations
WovVTech,4.3,(189),"Company Culture, Work Life Balance, Work Satisfaction",Software Product | Vadodara +11 other locations
SMS Pharmaceuticals,3.6,(189),"Promotions / Appraisal, Company Culture, Salary & Benefits",Pharma | Hyderabad / Secunderabad +5 other locations
ACT Plast Paints,3.9,(189),Skill Development / Learning,Chemicals | Chennai +12 other locations
Meditab Software,3.1,(190),"Promotions / Appraisal, Company Culture, Work Life Balance",Software Product | Ahmedabad +3 other locations
PIX Transmissions,3.5,(189),Salary & Benefits,Fashion & Textile | Nagpur +9 other locations
eligarf Technologies,4.3,(189),"Work Life Balance, Company Culture, Work Satisfaction",Emerging Technologies | Pune +2 other locations
JAY JAY MILLS,4.2,(189),"Job Security, Salary & Benefits, Company Culture",Fashion & Textile | Erode +14 other locations
Zinnov Management Consulting,3.4,(189),"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Management Consulting | Bangalore / Bengaluru +13 other locations
Cummins Generator Technologies,4.4,(189),"Company Culture, Work Life Balance, Job Security",Industrial Machinery | Pune +18 other locations
Mashreq Bank,3.2,(189),"Promotions / Appraisal, Company Culture, Work Satisfaction",Banking | Bangalore / Bengaluru +11 other locations
Hartek Group,3.9,(189),Salary & Benefits,Engineering & Construction | Mohali +18 other locations
Root Industries,4.1,(190),"Job Security, Work Life Balance, Company Culture",Auto Components | Coimbatore +15 other locations
UGC Supply Chain Solutions,3.2,(189),"Promotions / Appraisal, Job Security, Salary & Benefits",Logistics | Pune +22 other locations
BPO+,4.2,(189),"Company Culture, Skill Development / Learning, Work Satisfaction",BPO | New Delhi +46 other locations
Anlage Infotech,3.4,(189),"Job Security, Promotions / Appraisal, Skill Development / Learning",IT Services & Consulting | Bangalore / Bengaluru +15 other locations
Avis,3.8,(188),Company Culture,Internet | Gurgaon / Gurugram +19 other locations
Loconav,2.9,(188),"Job Security, Promotions / Appraisal, Work Satisfaction",Software Product | Gurgaon / Gurugram +9 other locations
Enser Communications,3.0,(188),"Promotions / Appraisal, Company Culture, Work Satisfaction",IT Services & Consulting | Gurgaon / Gurugram +14 other locations
Sutlej Textiles and Industries,3.6,(188),Job Security,Fashion & Textile | Mumbai +15 other locations
John Deere Financial,4.3,(188),"Company Culture, Work Life Balance, Skill Development / Learning",NBFC | Pune +49 other locations
Network Intelligence India,3.4,(188),"Promotions / Appraisal, Job Security, Salary & Benefits",Law Enforcement & Security | Mumbai +8 other locations
Network Intelligence India,3.4,(188),"Promotions / Appraisal, Job Security, Salary & Benefits",Law Enforcement & Security | Mumbai +8 other locations
Enser Communications,3.0,(188),"Promotions / Appraisal, Company Culture, Work Satisfaction",IT Services & Consulting | Gurgaon / Gurugram +14 other locations
E Pack Polymers,3.8,(188),"Job Security, Company Culture, Work Satisfaction",Packaging | Greater Noida +17 other locations
AGILE AIRPORT SERVICES,3.8,(188),Job Security,Aviation | New Delhi +33 other locations
CPM International,3.9,(188),"Company Culture, Work Life Balance",Recruitment | New Delhi +43 other locations
Shanthi Gears,3.4,(188),Skill Development / Learning,Auto Components | Coimbatore +12 other locations
Beumer Group,3.8,(188),"Company Culture, Work Life Balance, Job Security",Industrial Machinery | Gurgaon / Gurugram +17 other locations
MKCL,3.5,(189),Job Security,Education & Training | Pune +26 other locations
Q3 Technologies,3.5,(188),"Promotions / Appraisal, Company Culture, Work Satisfaction",IT Services & Consulting | Gurgaon / Gurugram +10 other locations
KPC Projects,4.0,(188),"Job Security, Company Culture, Work Life Balance",Engineering & Construction | Hyderabad / Secunderabad +24 other locations
Sneha Farms,4.0,(188),"Job Security, Work Life Balance",Agriculture | Hyderabad / Secunderabad +19 other locations
Soothe Healthcare,3.4,(188),"Job Security, Company Culture, Promotions / Appraisal",Healthcare | New Delhi +43 other locations
Siemens PLM Software,4.1,(188),"Work Life Balance, Job Security, Company Culture",Industrial Automation | Pune +11 other locations
Blue Cross Laboratories,4.1,(188),"Company Culture, Work Life Balance, Job Security",Pharma | Nashik +44 other locations
Alpha Design Technologies,3.7,(188),"Work Life Balance, Job Security",Defence & Aerospace | Bangalore / Bengaluru +12 other locations
Bristol-Myers Squibb,3.7,(188),Work Life Balance,Pharma | Hyderabad / Secunderabad +14 other locations
Mitsubishi Heavy Industries,4.2,(188),"Work Life Balance, Work Satisfaction, Company Culture",Industrial Machinery | Mysuru / Mysore +30 other locations
Rustomjee Group,3.8,(188),"Job Security, Salary & Benefits",Real Estate | Mumbai +5 other locations
Patton International,3.6,(188),Job Security,Iron & Steel | Kolkata +4 other locations
Dish Infra Services,3.3,(188),"Job Security, Promotions / Appraisal, Company Culture",Telecom | New Delhi +68 other locations
CyberSWIFT Infotech,3.4,(188),"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",IT Services & Consulting | Kolkata +8 other locations
C DOT,3.7,(188),Work Life Balance,Telecom | New Delhi +12 other locations
Radius Global Solutions,2.8,(188),"Company Culture, Promotions / Appraisal, Work Satisfaction",BPO | Mumbai +6 other locations
Bosch Power Tools,4.3,(188),"Company Culture, Work Life Balance, Skill Development / Learning",Industrial Machinery | Chennai +37 other locations
Amentum,4.0,(188),"Company Culture, Work Life Balance, Work Satisfaction",Defence & Aerospace | Bangalore / Bengaluru +22 other locations
M*Modal,3.6,(187),"Promotions / Appraisal, Company Culture, Work Satisfaction",IT Services & Consulting | Bangalore / Bengaluru +10 other locations
Knoldus Inc,3.9,(187),"Skill Development / Learning, Company Culture, Work Life Balance",IT Services & Consulting | Noida +3 other locations
Anand CY Myutec Automotive,3.7,(187),"Job Security, Company Culture",Auto Components | Gurgaon / Gurugram +7 other locations
Pacific Global,3.5,(187),"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",FinTech | Noida +11 other locations
Frontizo Business Services,3.3,(187),"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",BPO | Chandigarh +10 other locations
Government Medical College,4.0,(187),"Skill Development / Learning, Work Life Balance, Work Satisfaction",Education & Training | Srinagar +61 other locations
Shriram Fortune Solutions,3.9,(187),Promotions / Appraisal,Financial Services | Gurgaon / Gurugram +90 other locations
Simplify Healthcare,2.6,(187),"Work Life Balance, Work Satisfaction, Job Security",Software Product | Pune +3 other locations
BPL Medical Technologies,3.9,(187),Job Security,Medical Equipment | Bangalore / Bengaluru +28 other locations
Centrient Pharmaceuticals,3.9,(187),"Work Life Balance, Company Culture",Pharma | Chandigarh +16 other locations
FreshersNow,4.0,(188),"Skill Development / Learning, Company Culture, Work Satisfaction",Hyderabad / Secunderabad +38 other locations
Wave Infratech,3.8,(187),"Work Life Balance, Work Satisfaction",Real Estate | Noida +8 other locations
ILS Hospitals,3.7,(187),"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Healthcare | Kolkata +9 other locations
First Citizens India,3.9,(187),"Salary & Benefits, Company Culture, Work Life Balance",Financial Services | Bangalore / Bengaluru +3 other locations
Govt. Medical College,4.1,(187),"Work Life Balance, Skill Development / Learning, Company Culture",Education & Training | Chandigarh +69 other locations
Biostadt,4.3,(187),"Company Culture, Work Life Balance, Job Security",Agriculture | Mumbai +51 other locations
Medgenome Labs,3.6,(187),"Promotions / Appraisal, Company Culture, Work Life Balance",Biotechnology | Bangalore / Bengaluru +17 other locations
Mvs Acmei Technologies,4.0,(187),"Job Security, Work Life Balance, Work Satisfaction",Industrial Machinery | Hyderabad / Secunderabad +31 other locations
Symphoni HR,4.2,(187),"Work Life Balance, Skill Development / Learning, Company Culture",Recruitment | Mumbai +1 other locations
Empower,4.0,(187),"Job Security, Salary & Benefits, Company Culture",Insurance | Bangalore / Bengaluru +8 other locations
Citylife Retail,3.9,(186),"Job Security, Company Culture, Promotions / Appraisal",Retail | Kolkata +47 other locations
Sendan International Co,2.2,(186),"Salary & Benefits, Company Culture, Work Life Balance",Engineering & Construction | Al Jubail +17 other locations
Mfine,3.7,(186),Work Life Balance,Internet | Bangalore / Bengaluru +15 other locations
ARB Bearings,3.6,(186),Work Life Balance,Auto Components | New Delhi +16 other locations
Bo International,3.9,(185),"Work Life Balance, Company Culture, Work Satisfaction",Beauty & Personal Care | New Delhi +2 other locations
Gujarat Narmada Valley Fertilizers & Chemicals,4.3,(186),"Work Life Balance, Job Security, Company Culture",Agro Chemicals | Bharuch +14 other locations
Ican BPO,4.4,(186),"Company Culture, Skill Development / Learning, Work Life Balance",BPO | Thane +3 other locations
TomTom,4.1,(186),"Work Life Balance, Company Culture, Skill Development / Learning",IT Services & Consulting | Pune +2 other locations
Torque Pharmaceuticals,3.7,(186),"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",Pharma | Chandigarh +31 other locations
